mean_ss_ml	glm_ml	max_abs_diff_ss_ml	true_height	post_sample_mean_height	glm_mode_height	true_size	post_sample_mean_size	glm_mode_size
-2217.882	0.157961	0.294	0.06437403	0.06828245458	0.069978	0.003960756	0.004150121429	0.00367716
-2179.27666667	0.157786	0.28	0.04190247	0.04058505635	0.0406386	0.006868796	0.005419074136	0.00505768
-1985.34933333	0.158128	0.184	0.03795322	0.03058957722	0.0309534	0.003031117	0.00439879492	0.00427243
-2335.66066667	0.15725	0.0340000000001	0.06443606	0.06552052455	0.0674469	0.003246708	0.005728382959	0.00526464
-2371.122	0.156309	0.408	0.04664572	0.05687395856	0.0585492	0.007239462	0.006177012233	0.00559624
-2137.71	0.158571	0.598	0.04821921	0.04835001514	0.0487831	0.004204798	0.004203426646	0.00381502
-2530.09566667	0.157156	0.313	0.05954429	0.04827045096	0.0485158	0.006465092	0.006920829322	0.0061866
-2460.52366667	0.157426	0.423	0.05856178	0.05858337032	0.0605306	0.005216754	0.005956981257	0.00541036
-1944.68133333	0.158488	0.0840000000001	0.0297602	0.0314104706	0.0315688	0.002760648	0.003519584129	0.00309954
-1902.504	0.15124	0.037	0.03934423	0.04349061047	0.0426884	0.002005379	0.0025552275025	0.00227852
-1886.05333333	0.151884	0.259	0.03870108	0.04394184346	0.0432349	0.001570716	0.0024837936864	0.00222237
-2132.30333333	0.157032	0.435	0.01447834	0.0267004018	0.0284825	0.005205171	0.005090454264	0.00473607
-1924.363	0.158463	0.219	0.03337748	0.03212364897	0.032696	0.002680884	0.003485860877	0.0031038
-2657.16466667	0.148015	0.453	0.05593269	0.05941927065	0.059784	0.008404111	0.008183388468	0.00710985
-2033.09166667	0.158485	0.305	0.04179826	0.04351615536	0.0445865	0.002721658	0.004313779283	0.00397501
-2166.90833333	0.158373	0.434	0.05474074	0.04999641097	0.0512316	0.002634908	0.004493551914	0.00401737
-2540.771	0.148061	0.658	0.03409501	0.03523458595	0.0345983	0.01328899	0.008249432472	0.0070994
-2218.624	0.158612	0.298	0.04934522	0.04902556985	0.0495304	0.004901564	0.004420564641	0.00399041
-1960.58066667	0.157631	0.134	0.03251752	0.02646662391	0.0255327	0.002865215	0.004750305443	0.00397012
-1952.187	0.158063	0.162	0.03506345	0.03040218918	0.0304029	0.002978076	0.004718114537	0.00454389
-1894.84866667	0.149795	0.234	0.03284598	0.03823510146	0.0384858	0.00166516	0.0024589105823	0.00194604
-2463.02733333	0.157766	0.271	0.05349073	0.05490068072	0.055131	0.005701129	0.006006729284	0.00542734
-2312.27333333	0.156394	178.927	0.06843232	0.07459783125	0.0769602	0.005077925	0.005517590688	0.00512192
-2435.51533333	0.155392	0.392	0.08355395	0.08249999915	0.0839299	0.004771071	0.005607465141	0.0051422
-2263.52666667	0.157974	0.0630000000001	0.07114253	0.06884917097	0.0712159	0.004166915	0.004277654063	0.00373591
-2236.30133333	0.158122	0.472	0.03988394	0.05265416208	0.0541981	0.00425403	0.005096441246	0.0045867
-1841.55866667	0.146663	0.175	0.01734165	0.018859243945	0.0179718	0.003620479	0.004445350247	0.00424733
-1764.721	0.081348	0.183	0.01071848	0.01545953584	0.0112773	0.003374098	0.0030760914608	0.00263289
-2232.854	0.157643	0.12	0.03650771	0.034882570326	0.0356584	0.005800636	0.005403945603	0.00491336
-1885.88466667	0.140747	0.086	0.01878845	0.017527085243	0.0166543	0.003897874	0.003614612362	0.00335601
-2191.56	0.158355	0.352	0.05798552	0.04861765634	0.0495866	0.00485735	0.004535122499	0.00401757
-2650.87266667	0.154257	0.333	0.07082621	0.07559218245	0.0758341	0.009700176	0.006087335144	0.00563872
-1875.08533333	0.155568	0.02	0.0257095	0.032575148561	0.032347	0.003656393	0.002886049365	0.00246584
-2322.956	0.15793	0.209	0.05825143	0.05714792274	0.057712	0.004411044	0.005744990045	0.00505184
-2678.59766667	0.135253	0.146	0.1233595	0.1076578744	0.106389	0.00560368	0.005834597205	0.00552011
-2130.84766667	0.157436	0.21	0.03729502	0.03834138651	0.0386933	0.005283065	0.004844871741	0.00456338
-2390.433	0.15765	0.233	0.07304581	0.06724209275	0.0674016	0.005805409	0.005262972072	0.00458795
-2455.766	0.155213	0.114	0.1144557	0.11894936217	0.12613	0.003412272	0.004126625702	0.00371814
-1996.006	0.134647	0.0410000000002	0.05556543	0.0561574422	0.055961	0.001998906	0.0023544793128	0.00180236
